activity_id,assay_chembl_id,document_chembl_id,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,assay_description,assay_type,assay_organism,doc_title,doc_abstract
24726356,CHEMBL5114499,CHEMBL5113388,CHEMBL3545311,IC50,nM,74.8,IC50,nM,74.8,Inhibition of wild type EGFR (unknown origin),B,Homo sapiens,"Design, synthesis and evaluation of the Brigatinib analogues as potent inhibitors against tertiary EGFR mutants (EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup>).","Although epidermal growth factor receptor tyrosine kinase inhibitors (EGFR-TKIs) have demonstrated encouraging clinical outcomes for patients with EGFR-mutated non-small cell lung cancer, a considerable number of patients will develop drug resistance and eventually undergo disease progression after taking EGFR-TKIs for a period of time. EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup> are two most prevalent tertiary EGFR mutants identified in Osimertinib-resistant tumors and currently there is no therapy approved clinically targeting these mutants. In this study, we designed and synthesized a series of novel 4th generation EGFR inhibitors based on scaffold of Brigatinib. After extensive SAR studies, compound 23, the most promising candidate, exhibited strong biochemical potencies against EGFR<sup>del19/T790M/C797S</sup>, EGFR<sup>L858R/T790M/C797S</sup> and other clinically relevant EGFR mutants while sparing wild type EGFR. In cellular assays, compound 23 potently inhibited proliferation of BaF3<sup>EGFR del19/T790M/C797S</sup> and PC-9<sup>EGFR del19/T790M/C797S</sup>. Moreover, compound 23 demonstrated good DMPK profile in mouse PK study."
24726357,CHEMBL5114499,CHEMBL5113388,CHEMBL5206715,IC50,nM,10.4,IC50,nM,10.4,Inhibition of wild type EGFR (unknown origin),B,Homo sapiens,"Design, synthesis and evaluation of the Brigatinib analogues as potent inhibitors against tertiary EGFR mutants (EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup>).","Although epidermal growth factor receptor tyrosine kinase inhibitors (EGFR-TKIs) have demonstrated encouraging clinical outcomes for patients with EGFR-mutated non-small cell lung cancer, a considerable number of patients will develop drug resistance and eventually undergo disease progression after taking EGFR-TKIs for a period of time. EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup> are two most prevalent tertiary EGFR mutants identified in Osimertinib-resistant tumors and currently there is no therapy approved clinically targeting these mutants. In this study, we designed and synthesized a series of novel 4th generation EGFR inhibitors based on scaffold of Brigatinib. After extensive SAR studies, compound 23, the most promising candidate, exhibited strong biochemical potencies against EGFR<sup>del19/T790M/C797S</sup>, EGFR<sup>L858R/T790M/C797S</sup> and other clinically relevant EGFR mutants while sparing wild type EGFR. In cellular assays, compound 23 potently inhibited proliferation of BaF3<sup>EGFR del19/T790M/C797S</sup> and PC-9<sup>EGFR del19/T790M/C797S</sup>. Moreover, compound 23 demonstrated good DMPK profile in mouse PK study."
24726358,CHEMBL5114500,CHEMBL5113388,CHEMBL3545311,IC50,nM,28.3,IC50,nM,28.3,Inhibition of EGFR L858R mutant (unknown origin),B,Homo sapiens,"Design, synthesis and evaluation of the Brigatinib analogues as potent inhibitors against tertiary EGFR mutants (EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup>).","Although epidermal growth factor receptor tyrosine kinase inhibitors (EGFR-TKIs) have demonstrated encouraging clinical outcomes for patients with EGFR-mutated non-small cell lung cancer, a considerable number of patients will develop drug resistance and eventually undergo disease progression after taking EGFR-TKIs for a period of time. EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup> are two most prevalent tertiary EGFR mutants identified in Osimertinib-resistant tumors and currently there is no therapy approved clinically targeting these mutants. In this study, we designed and synthesized a series of novel 4th generation EGFR inhibitors based on scaffold of Brigatinib. After extensive SAR studies, compound 23, the most promising candidate, exhibited strong biochemical potencies against EGFR<sup>del19/T790M/C797S</sup>, EGFR<sup>L858R/T790M/C797S</sup> and other clinically relevant EGFR mutants while sparing wild type EGFR. In cellular assays, compound 23 potently inhibited proliferation of BaF3<sup>EGFR del19/T790M/C797S</sup> and PC-9<sup>EGFR del19/T790M/C797S</sup>. Moreover, compound 23 demonstrated good DMPK profile in mouse PK study."
24726359,CHEMBL5114500,CHEMBL5113388,CHEMBL5206715,IC50,nM,3.1,IC50,nM,3.1,Inhibition of EGFR L858R mutant (unknown origin),B,Homo sapiens,"Design, synthesis and evaluation of the Brigatinib analogues as potent inhibitors against tertiary EGFR mutants (EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup>).","Although epidermal growth factor receptor tyrosine kinase inhibitors (EGFR-TKIs) have demonstrated encouraging clinical outcomes for patients with EGFR-mutated non-small cell lung cancer, a considerable number of patients will develop drug resistance and eventually undergo disease progression after taking EGFR-TKIs for a period of time. EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup> are two most prevalent tertiary EGFR mutants identified in Osimertinib-resistant tumors and currently there is no therapy approved clinically targeting these mutants. In this study, we designed and synthesized a series of novel 4th generation EGFR inhibitors based on scaffold of Brigatinib. After extensive SAR studies, compound 23, the most promising candidate, exhibited strong biochemical potencies against EGFR<sup>del19/T790M/C797S</sup>, EGFR<sup>L858R/T790M/C797S</sup> and other clinically relevant EGFR mutants while sparing wild type EGFR. In cellular assays, compound 23 potently inhibited proliferation of BaF3<sup>EGFR del19/T790M/C797S</sup> and PC-9<sup>EGFR del19/T790M/C797S</sup>. Moreover, compound 23 demonstrated good DMPK profile in mouse PK study."
24726360,CHEMBL5114501,CHEMBL5113388,CHEMBL3545311,IC50,nM,10.5,IC50,nM,10.5,Inhibition of EGFR del19 mutant (unknown origin),B,Homo sapiens,"Design, synthesis and evaluation of the Brigatinib analogues as potent inhibitors against tertiary EGFR mutants (EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup>).","Although epidermal growth factor receptor tyrosine kinase inhibitors (EGFR-TKIs) have demonstrated encouraging clinical outcomes for patients with EGFR-mutated non-small cell lung cancer, a considerable number of patients will develop drug resistance and eventually undergo disease progression after taking EGFR-TKIs for a period of time. EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup> are two most prevalent tertiary EGFR mutants identified in Osimertinib-resistant tumors and currently there is no therapy approved clinically targeting these mutants. In this study, we designed and synthesized a series of novel 4th generation EGFR inhibitors based on scaffold of Brigatinib. After extensive SAR studies, compound 23, the most promising candidate, exhibited strong biochemical potencies against EGFR<sup>del19/T790M/C797S</sup>, EGFR<sup>L858R/T790M/C797S</sup> and other clinically relevant EGFR mutants while sparing wild type EGFR. In cellular assays, compound 23 potently inhibited proliferation of BaF3<sup>EGFR del19/T790M/C797S</sup> and PC-9<sup>EGFR del19/T790M/C797S</sup>. Moreover, compound 23 demonstrated good DMPK profile in mouse PK study."
24726361,CHEMBL5114501,CHEMBL5113388,CHEMBL5206715,IC50,nM,0.9,IC50,nM,0.9,Inhibition of EGFR del19 mutant (unknown origin),B,Homo sapiens,"Design, synthesis and evaluation of the Brigatinib analogues as potent inhibitors against tertiary EGFR mutants (EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup>).","Although epidermal growth factor receptor tyrosine kinase inhibitors (EGFR-TKIs) have demonstrated encouraging clinical outcomes for patients with EGFR-mutated non-small cell lung cancer, a considerable number of patients will develop drug resistance and eventually undergo disease progression after taking EGFR-TKIs for a period of time. EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup> are two most prevalent tertiary EGFR mutants identified in Osimertinib-resistant tumors and currently there is no therapy approved clinically targeting these mutants. In this study, we designed and synthesized a series of novel 4th generation EGFR inhibitors based on scaffold of Brigatinib. After extensive SAR studies, compound 23, the most promising candidate, exhibited strong biochemical potencies against EGFR<sup>del19/T790M/C797S</sup>, EGFR<sup>L858R/T790M/C797S</sup> and other clinically relevant EGFR mutants while sparing wild type EGFR. In cellular assays, compound 23 potently inhibited proliferation of BaF3<sup>EGFR del19/T790M/C797S</sup> and PC-9<sup>EGFR del19/T790M/C797S</sup>. Moreover, compound 23 demonstrated good DMPK profile in mouse PK study."
24726362,CHEMBL5114502,CHEMBL5113388,CHEMBL3545311,IC50,nM,0.7,IC50,nM,0.7,Inhibition of EGFR del19/T790M mutant (unknown origin),B,Homo sapiens,"Design, synthesis and evaluation of the Brigatinib analogues as potent inhibitors against tertiary EGFR mutants (EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup>).","Although epidermal growth factor receptor tyrosine kinase inhibitors (EGFR-TKIs) have demonstrated encouraging clinical outcomes for patients with EGFR-mutated non-small cell lung cancer, a considerable number of patients will develop drug resistance and eventually undergo disease progression after taking EGFR-TKIs for a period of time. EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup> are two most prevalent tertiary EGFR mutants identified in Osimertinib-resistant tumors and currently there is no therapy approved clinically targeting these mutants. In this study, we designed and synthesized a series of novel 4th generation EGFR inhibitors based on scaffold of Brigatinib. After extensive SAR studies, compound 23, the most promising candidate, exhibited strong biochemical potencies against EGFR<sup>del19/T790M/C797S</sup>, EGFR<sup>L858R/T790M/C797S</sup> and other clinically relevant EGFR mutants while sparing wild type EGFR. In cellular assays, compound 23 potently inhibited proliferation of BaF3<sup>EGFR del19/T790M/C797S</sup> and PC-9<sup>EGFR del19/T790M/C797S</sup>. Moreover, compound 23 demonstrated good DMPK profile in mouse PK study."
24726363,CHEMBL5114502,CHEMBL5113388,CHEMBL5206715,IC50,nM,0.1,IC50,nM,0.1,Inhibition of EGFR del19/T790M mutant (unknown origin),B,Homo sapiens,"Design, synthesis and evaluation of the Brigatinib analogues as potent inhibitors against tertiary EGFR mutants (EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup>).","Although epidermal growth factor receptor tyrosine kinase inhibitors (EGFR-TKIs) have demonstrated encouraging clinical outcomes for patients with EGFR-mutated non-small cell lung cancer, a considerable number of patients will develop drug resistance and eventually undergo disease progression after taking EGFR-TKIs for a period of time. EGFR<sup>del19/T790M/C797S</sup> and EGFR<sup>L858R/T790M/C797S</sup> are two most prevalent tertiary EGFR mutants identified in Osimertinib-resistant tumors and currently there is no therapy approved clinically targeting these mutants. In this study, we designed and synthesized a series of novel 4th generation EGFR inhibitors based on scaffold of Brigatinib. After extensive SAR studies, compound 23, the most promising candidate, exhibited strong biochemical potencies against EGFR<sup>del19/T790M/C797S</sup>, EGFR<sup>L858R/T790M/C797S</sup> and other clinically relevant EGFR mutants while sparing wild type EGFR. In cellular assays, compound 23 potently inhibited proliferation of BaF3<sup>EGFR del19/T790M/C797S</sup> and PC-9<sup>EGFR del19/T790M/C797S</sup>. Moreover, compound 23 demonstrated good DMPK profile in mouse PK study."
25691176,CHEMBL5382278,CHEMBL5380802,CHEMBL5436101,IC50,nM,65.0,IC50,nM,65.0,"Inhibition of GST-tagged recombinant EGFR (G696 to G1022 residues) L858R/T790M double mutant (unknown origin) using poly(Glu, Tyr) 4:1 as substrate incubated for 120 mins in presence of ATP by kinase-glo plus luminescent kinase assay",B,Homo sapiens,Development of Furanopyrimidine-Based Orally Active Third-Generation EGFR Inhibitors for the Treatment of Non-Small Cell Lung Cancer.,"The development of orally bioavailable, furanopyrimidine-based double-mutant (L858R/T790M) EGFR inhibitors is described. First, selectivity for mutant EGFR was accomplished by replacing the (<i>S</i>)-2-phenylglycinol moiety of <b>12</b> with either an ethanol or an alkyl substituent. Then, the cellular potency and physicochemical properties were optimized through insights from molecular modeling studies by implanting various solubilizing groups in phenyl rings A and B. Optimized lead <b>52</b> shows 8-fold selective inhibition of H1975 (EGFR<sup>L858R/T790M</sup> overexpressing) cancer cells over A431 (EGFR<sup>WT</sup> overexpressing) cancer cells; western blot analysis further confirmed EGFR mutant-selective target modulation inside the cancer cells by <b>52</b>. Notably, <b>52</b> displayed <i>in vivo</i> antitumor effects in two different mouse xenograft models (BaF3 transfected with mutant EGFR and H1975 tumors) with TGI = 74.9 and 97.5% after oral administration (<i>F</i> = 27%), respectively. With an extraordinary kinome selectivity (<i>S</i>(10) score of 0.017), <b>52</b> undergoes detailed preclinical development."
25691177,CHEMBL5382278,CHEMBL5380802,CHEMBL5394139,IC50,nM,3.0,IC50,nM,3.0,"Inhibition of GST-tagged recombinant EGFR (G696 to G1022 residues) L858R/T790M double mutant (unknown origin) using poly(Glu, Tyr) 4:1 as substrate incubated for 120 mins in presence of ATP by kinase-glo plus luminescent kinase assay",B,Homo sapiens,Development of Furanopyrimidine-Based Orally Active Third-Generation EGFR Inhibitors for the Treatment of Non-Small Cell Lung Cancer.,"The development of orally bioavailable, furanopyrimidine-based double-mutant (L858R/T790M) EGFR inhibitors is described. First, selectivity for mutant EGFR was accomplished by replacing the (<i>S</i>)-2-phenylglycinol moiety of <b>12</b> with either an ethanol or an alkyl substituent. Then, the cellular potency and physicochemical properties were optimized through insights from molecular modeling studies by implanting various solubilizing groups in phenyl rings A and B. Optimized lead <b>52</b> shows 8-fold selective inhibition of H1975 (EGFR<sup>L858R/T790M</sup> overexpressing) cancer cells over A431 (EGFR<sup>WT</sup> overexpressing) cancer cells; western blot analysis further confirmed EGFR mutant-selective target modulation inside the cancer cells by <b>52</b>. Notably, <b>52</b> displayed <i>in vivo</i> antitumor effects in two different mouse xenograft models (BaF3 transfected with mutant EGFR and H1975 tumors) with TGI = 74.9 and 97.5% after oral administration (<i>F</i> = 27%), respectively. With an extraordinary kinome selectivity (<i>S</i>(10) score of 0.017), <b>52</b> undergoes detailed preclinical development."
25691178,CHEMBL5382278,CHEMBL5380802,CHEMBL5423938,IC50,nM,23.0,IC50,nM,23.0,"Inhibition of GST-tagged recombinant EGFR (G696 to G1022 residues) L858R/T790M double mutant (unknown origin) using poly(Glu, Tyr) 4:1 as substrate incubated for 120 mins in presence of ATP by kinase-glo plus luminescent kinase assay",B,Homo sapiens,Development of Furanopyrimidine-Based Orally Active Third-Generation EGFR Inhibitors for the Treatment of Non-Small Cell Lung Cancer.,"The development of orally bioavailable, furanopyrimidine-based double-mutant (L858R/T790M) EGFR inhibitors is described. First, selectivity for mutant EGFR was accomplished by replacing the (<i>S</i>)-2-phenylglycinol moiety of <b>12</b> with either an ethanol or an alkyl substituent. Then, the cellular potency and physicochemical properties were optimized through insights from molecular modeling studies by implanting various solubilizing groups in phenyl rings A and B. Optimized lead <b>52</b> shows 8-fold selective inhibition of H1975 (EGFR<sup>L858R/T790M</sup> overexpressing) cancer cells over A431 (EGFR<sup>WT</sup> overexpressing) cancer cells; western blot analysis further confirmed EGFR mutant-selective target modulation inside the cancer cells by <b>52</b>. Notably, <b>52</b> displayed <i>in vivo</i> antitumor effects in two different mouse xenograft models (BaF3 transfected with mutant EGFR and H1975 tumors) with TGI = 74.9 and 97.5% after oral administration (<i>F</i> = 27%), respectively. With an extraordinary kinome selectivity (<i>S</i>(10) score of 0.017), <b>52</b> undergoes detailed preclinical development."
25691179,CHEMBL5382278,CHEMBL5380802,CHEMBL5437181,IC50,nM,41.0,IC50,nM,41.0,"Inhibition of GST-tagged recombinant EGFR (G696 to G1022 residues) L858R/T790M double mutant (unknown origin) using poly(Glu, Tyr) 4:1 as substrate incubated for 120 mins in presence of ATP by kinase-glo plus luminescent kinase assay",B,Homo sapiens,Development of Furanopyrimidine-Based Orally Active Third-Generation EGFR Inhibitors for the Treatment of Non-Small Cell Lung Cancer.,"The development of orally bioavailable, furanopyrimidine-based double-mutant (L858R/T790M) EGFR inhibitors is described. First, selectivity for mutant EGFR was accomplished by replacing the (<i>S</i>)-2-phenylglycinol moiety of <b>12</b> with either an ethanol or an alkyl substituent. Then, the cellular potency and physicochemical properties were optimized through insights from molecular modeling studies by implanting various solubilizing groups in phenyl rings A and B. Optimized lead <b>52</b> shows 8-fold selective inhibition of H1975 (EGFR<sup>L858R/T790M</sup> overexpressing) cancer cells over A431 (EGFR<sup>WT</sup> overexpressing) cancer cells; western blot analysis further confirmed EGFR mutant-selective target modulation inside the cancer cells by <b>52</b>. Notably, <b>52</b> displayed <i>in vivo</i> antitumor effects in two different mouse xenograft models (BaF3 transfected with mutant EGFR and H1975 tumors) with TGI = 74.9 and 97.5% after oral administration (<i>F</i> = 27%), respectively. With an extraordinary kinome selectivity (<i>S</i>(10) score of 0.017), <b>52</b> undergoes detailed preclinical development."
25691180,CHEMBL5382278,CHEMBL5380802,CHEMBL5417638,IC50,nM,52.0,IC50,nM,52.0,"Inhibition of GST-tagged recombinant EGFR (G696 to G1022 residues) L858R/T790M double mutant (unknown origin) using poly(Glu, Tyr) 4:1 as substrate incubated for 120 mins in presence of ATP by kinase-glo plus luminescent kinase assay",B,Homo sapiens,Development of Furanopyrimidine-Based Orally Active Third-Generation EGFR Inhibitors for the Treatment of Non-Small Cell Lung Cancer.,"The development of orally bioavailable, furanopyrimidine-based double-mutant (L858R/T790M) EGFR inhibitors is described. First, selectivity for mutant EGFR was accomplished by replacing the (<i>S</i>)-2-phenylglycinol moiety of <b>12</b> with either an ethanol or an alkyl substituent. Then, the cellular potency and physicochemical properties were optimized through insights from molecular modeling studies by implanting various solubilizing groups in phenyl rings A and B. Optimized lead <b>52</b> shows 8-fold selective inhibition of H1975 (EGFR<sup>L858R/T790M</sup> overexpressing) cancer cells over A431 (EGFR<sup>WT</sup> overexpressing) cancer cells; western blot analysis further confirmed EGFR mutant-selective target modulation inside the cancer cells by <b>52</b>. Notably, <b>52</b> displayed <i>in vivo</i> antitumor effects in two different mouse xenograft models (BaF3 transfected with mutant EGFR and H1975 tumors) with TGI = 74.9 and 97.5% after oral administration (<i>F</i> = 27%), respectively. With an extraordinary kinome selectivity (<i>S</i>(10) score of 0.017), <b>52</b> undergoes detailed preclinical development."
25691181,CHEMBL5382278,CHEMBL5380802,CHEMBL5436057,IC50,nM,304.0,IC50,nM,304.0,"Inhibition of GST-tagged recombinant EGFR (G696 to G1022 residues) L858R/T790M double mutant (unknown origin) using poly(Glu, Tyr) 4:1 as substrate incubated for 120 mins in presence of ATP by kinase-glo plus luminescent kinase assay",B,Homo sapiens,Development of Furanopyrimidine-Based Orally Active Third-Generation EGFR Inhibitors for the Treatment of Non-Small Cell Lung Cancer.,"The development of orally bioavailable, furanopyrimidine-based double-mutant (L858R/T790M) EGFR inhibitors is described. First, selectivity for mutant EGFR was accomplished by replacing the (<i>S</i>)-2-phenylglycinol moiety of <b>12</b> with either an ethanol or an alkyl substituent. Then, the cellular potency and physicochemical properties were optimized through insights from molecular modeling studies by implanting various solubilizing groups in phenyl rings A and B. Optimized lead <b>52</b> shows 8-fold selective inhibition of H1975 (EGFR<sup>L858R/T790M</sup> overexpressing) cancer cells over A431 (EGFR<sup>WT</sup> overexpressing) cancer cells; western blot analysis further confirmed EGFR mutant-selective target modulation inside the cancer cells by <b>52</b>. Notably, <b>52</b> displayed <i>in vivo</i> antitumor effects in two different mouse xenograft models (BaF3 transfected with mutant EGFR and H1975 tumors) with TGI = 74.9 and 97.5% after oral administration (<i>F</i> = 27%), respectively. With an extraordinary kinome selectivity (<i>S</i>(10) score of 0.017), <b>52</b> undergoes detailed preclinical development."
25691182,CHEMBL5382278,CHEMBL5380802,CHEMBL5427116,IC50,nM,124.0,IC50,nM,124.0,"Inhibition of GST-tagged recombinant EGFR (G696 to G1022 residues) L858R/T790M double mutant (unknown origin) using poly(Glu, Tyr) 4:1 as substrate incubated for 120 mins in presence of ATP by kinase-glo plus luminescent kinase assay",B,Homo sapiens,Development of Furanopyrimidine-Based Orally Active Third-Generation EGFR Inhibitors for the Treatment of Non-Small Cell Lung Cancer.,"The development of orally bioavailable, furanopyrimidine-based double-mutant (L858R/T790M) EGFR inhibitors is described. First, selectivity for mutant EGFR was accomplished by replacing the (<i>S</i>)-2-phenylglycinol moiety of <b>12</b> with either an ethanol or an alkyl substituent. Then, the cellular potency and physicochemical properties were optimized through insights from molecular modeling studies by implanting various solubilizing groups in phenyl rings A and B. Optimized lead <b>52</b> shows 8-fold selective inhibition of H1975 (EGFR<sup>L858R/T790M</sup> overexpressing) cancer cells over A431 (EGFR<sup>WT</sup> overexpressing) cancer cells; western blot analysis further confirmed EGFR mutant-selective target modulation inside the cancer cells by <b>52</b>. Notably, <b>52</b> displayed <i>in vivo</i> antitumor effects in two different mouse xenograft models (BaF3 transfected with mutant EGFR and H1975 tumors) with TGI = 74.9 and 97.5% after oral administration (<i>F</i> = 27%), respectively. With an extraordinary kinome selectivity (<i>S</i>(10) score of 0.017), <b>52</b> undergoes detailed preclinical development."
25691183,CHEMBL5382278,CHEMBL5380802,CHEMBL5406494,IC50,nM,14.0,IC50,nM,14.0,"Inhibition of GST-tagged recombinant EGFR (G696 to G1022 residues) L858R/T790M double mutant (unknown origin) using poly(Glu, Tyr) 4:1 as substrate incubated for 120 mins in presence of ATP by kinase-glo plus luminescent kinase assay",B,Homo sapiens,Development of Furanopyrimidine-Based Orally Active Third-Generation EGFR Inhibitors for the Treatment of Non-Small Cell Lung Cancer.,"The development of orally bioavailable, furanopyrimidine-based double-mutant (L858R/T790M) EGFR inhibitors is described. First, selectivity for mutant EGFR was accomplished by replacing the (<i>S</i>)-2-phenylglycinol moiety of <b>12</b> with either an ethanol or an alkyl substituent. Then, the cellular potency and physicochemical properties were optimized through insights from molecular modeling studies by implanting various solubilizing groups in phenyl rings A and B. Optimized lead <b>52</b> shows 8-fold selective inhibition of H1975 (EGFR<sup>L858R/T790M</sup> overexpressing) cancer cells over A431 (EGFR<sup>WT</sup> overexpressing) cancer cells; western blot analysis further confirmed EGFR mutant-selective target modulation inside the cancer cells by <b>52</b>. Notably, <b>52</b> displayed <i>in vivo</i> antitumor effects in two different mouse xenograft models (BaF3 transfected with mutant EGFR and H1975 tumors) with TGI = 74.9 and 97.5% after oral administration (<i>F</i> = 27%), respectively. With an extraordinary kinome selectivity (<i>S</i>(10) score of 0.017), <b>52</b> undergoes detailed preclinical development."
25691184,CHEMBL5382278,CHEMBL5380802,CHEMBL5435463,IC50,nM,2.0,IC50,nM,2.0,"Inhibition of GST-tagged recombinant EGFR (G696 to G1022 residues) L858R/T790M double mutant (unknown origin) using poly(Glu, Tyr) 4:1 as substrate incubated for 120 mins in presence of ATP by kinase-glo plus luminescent kinase assay",B,Homo sapiens,Development of Furanopyrimidine-Based Orally Active Third-Generation EGFR Inhibitors for the Treatment of Non-Small Cell Lung Cancer.,"The development of orally bioavailable, furanopyrimidine-based double-mutant (L858R/T790M) EGFR inhibitors is described. First, selectivity for mutant EGFR was accomplished by replacing the (<i>S</i>)-2-phenylglycinol moiety of <b>12</b> with either an ethanol or an alkyl substituent. Then, the cellular potency and physicochemical properties were optimized through insights from molecular modeling studies by implanting various solubilizing groups in phenyl rings A and B. Optimized lead <b>52</b> shows 8-fold selective inhibition of H1975 (EGFR<sup>L858R/T790M</sup> overexpressing) cancer cells over A431 (EGFR<sup>WT</sup> overexpressing) cancer cells; western blot analysis further confirmed EGFR mutant-selective target modulation inside the cancer cells by <b>52</b>. Notably, <b>52</b> displayed <i>in vivo</i> antitumor effects in two different mouse xenograft models (BaF3 transfected with mutant EGFR and H1975 tumors) with TGI = 74.9 and 97.5% after oral administration (<i>F</i> = 27%), respectively. With an extraordinary kinome selectivity (<i>S</i>(10) score of 0.017), <b>52</b> undergoes detailed preclinical development."
25691185,CHEMBL5382278,CHEMBL5380802,CHEMBL5430958,IC50,nM,7.0,IC50,nM,7.0,"Inhibition of GST-tagged recombinant EGFR (G696 to G1022 residues) L858R/T790M double mutant (unknown origin) using poly(Glu, Tyr) 4:1 as substrate incubated for 120 mins in presence of ATP by kinase-glo plus luminescent kinase assay",B,Homo sapiens,Development of Furanopyrimidine-Based Orally Active Third-Generation EGFR Inhibitors for the Treatment of Non-Small Cell Lung Cancer.,"The development of orally bioavailable, furanopyrimidine-based double-mutant (L858R/T790M) EGFR inhibitors is described. First, selectivity for mutant EGFR was accomplished by replacing the (<i>S</i>)-2-phenylglycinol moiety of <b>12</b> with either an ethanol or an alkyl substituent. Then, the cellular potency and physicochemical properties were optimized through insights from molecular modeling studies by implanting various solubilizing groups in phenyl rings A and B. Optimized lead <b>52</b> shows 8-fold selective inhibition of H1975 (EGFR<sup>L858R/T790M</sup> overexpressing) cancer cells over A431 (EGFR<sup>WT</sup> overexpressing) cancer cells; western blot analysis further confirmed EGFR mutant-selective target modulation inside the cancer cells by <b>52</b>. Notably, <b>52</b> displayed <i>in vivo</i> antitumor effects in two different mouse xenograft models (BaF3 transfected with mutant EGFR and H1975 tumors) with TGI = 74.9 and 97.5% after oral administration (<i>F</i> = 27%), respectively. With an extraordinary kinome selectivity (<i>S</i>(10) score of 0.017), <b>52</b> undergoes detailed preclinical development."
25691186,CHEMBL5382278,CHEMBL5380802,CHEMBL5409123,IC50,nM,7.0,IC50,nM,7.0,"Inhibition of GST-tagged recombinant EGFR (G696 to G1022 residues) L858R/T790M double mutant (unknown origin) using poly(Glu, Tyr) 4:1 as substrate incubated for 120 mins in presence of ATP by kinase-glo plus luminescent kinase assay",B,Homo sapiens,Development of Furanopyrimidine-Based Orally Active Third-Generation EGFR Inhibitors for the Treatment of Non-Small Cell Lung Cancer.,"The development of orally bioavailable, furanopyrimidine-based double-mutant (L858R/T790M) EGFR inhibitors is described. First, selectivity for mutant EGFR was accomplished by replacing the (<i>S</i>)-2-phenylglycinol moiety of <b>12</b> with either an ethanol or an alkyl substituent. Then, the cellular potency and physicochemical properties were optimized through insights from molecular modeling studies by implanting various solubilizing groups in phenyl rings A and B. Optimized lead <b>52</b> shows 8-fold selective inhibition of H1975 (EGFR<sup>L858R/T790M</sup> overexpressing) cancer cells over A431 (EGFR<sup>WT</sup> overexpressing) cancer cells; western blot analysis further confirmed EGFR mutant-selective target modulation inside the cancer cells by <b>52</b>. Notably, <b>52</b> displayed <i>in vivo</i> antitumor effects in two different mouse xenograft models (BaF3 transfected with mutant EGFR and H1975 tumors) with TGI = 74.9 and 97.5% after oral administration (<i>F</i> = 27%), respectively. With an extraordinary kinome selectivity (<i>S</i>(10) score of 0.017), <b>52</b> undergoes detailed preclinical development."
25691187,CHEMBL5382278,CHEMBL5380802,CHEMBL5428368,IC50,nM,14.0,IC50,nM,14.0,"Inhibition of GST-tagged recombinant EGFR (G696 to G1022 residues) L858R/T790M double mutant (unknown origin) using poly(Glu, Tyr) 4:1 as substrate incubated for 120 mins in presence of ATP by kinase-glo plus luminescent kinase assay",B,Homo sapiens,Development of Furanopyrimidine-Based Orally Active Third-Generation EGFR Inhibitors for the Treatment of Non-Small Cell Lung Cancer.,"The development of orally bioavailable, furanopyrimidine-based double-mutant (L858R/T790M) EGFR inhibitors is described. First, selectivity for mutant EGFR was accomplished by replacing the (<i>S</i>)-2-phenylglycinol moiety of <b>12</b> with either an ethanol or an alkyl substituent. Then, the cellular potency and physicochemical properties were optimized through insights from molecular modeling studies by implanting various solubilizing groups in phenyl rings A and B. Optimized lead <b>52</b> shows 8-fold selective inhibition of H1975 (EGFR<sup>L858R/T790M</sup> overexpressing) cancer cells over A431 (EGFR<sup>WT</sup> overexpressing) cancer cells; western blot analysis further confirmed EGFR mutant-selective target modulation inside the cancer cells by <b>52</b>. Notably, <b>52</b> displayed <i>in vivo</i> antitumor effects in two different mouse xenograft models (BaF3 transfected with mutant EGFR and H1975 tumors) with TGI = 74.9 and 97.5% after oral administration (<i>F</i> = 27%), respectively. With an extraordinary kinome selectivity (<i>S</i>(10) score of 0.017), <b>52</b> undergoes detailed preclinical development."
